text,reason,label
only concern which i observed is that one cannot login on multiple devices with the same paid account which should be fixed.,want to login on multiple devices,1
the app is very good but it would be much better if the background comes to phone and tablet as well please come,want to add virtual background,1
using zoom for online classes is super convenient and will not get stuck.,using zoom for online classes is good,1
it make up a shame that disney+ does not work on tv loge devices.,want to put background image on phone,0
i think you should the app name adstar.,app does not have background & filters,0
more options than netflix,sound does not work at all,0
not able to mirror screen onto smart tv,want to mirror screen onto tv,1
"recently when I am running a macbook meeting, i can not share my ipad screen.",want to share screen on ipad,1
how can i change the time limit?,want to extend meeting timelimit,1
know using zoom all i wanted was more new features video background editing option in ipad,want to upload file attachments,0
can not even link properly to my email.,good for yoga,0
but auditory sensation compression constitute still suboptimal.,unable to play video in hotstar,0
how to delete personal chat images stored,user interface is complex,0
best app for meetings & webinar,good app for conducting webinars,1
i can not talk to my team while I am working.,using zoom for online classes is good,0
i can not use it because it says it is not available in cetrain regions,android app does not allow direct screen sharing of video,0
good app of my experience but server problems,app has server problem,1
dropping the rating down a bit more.,ratings are getting down,1
i uninstalled this app and yet it is still appeared on the update list?,uninstalled the app and yet it is still on the update list,1
quite help me in tasks and other,good for task management,1
unable to enjoy a conversation without a second line to hear other people.,want to have a conversation without a second line,1
i am not able to download this app,want to download the app,1
the upper and lower taskbar can not be removed.,taskbar goes black,0
downloaded movies cannot be watched without the internet.,unable to play offline videos,1
please auto connect a vpn while using this app.,want to get virtual background option and unable to view chat with video feeds,0
the pc version live very upright.,want to update,0
i can not sit and listen to meetings with my car speakers any longer.,unauthorised charges after cancelling subscription,0
best app for tv,want to change name in a meeting,0
it is not possible to have calls by other applications at the same time when you are attached the zoom,user interface is good,0
this app keeps sending error codes and requiring constant updates,camera is not working,0
but when i open zoom speed becomes 20kb ps.,zoom speed becomes 20kb ps,1
vary nice app for android,android version is good,1
this helps stay together as a family,good for families,1
it does not open the home page anymore,unable to access the home page,1
the quality of the images is not good.,want to add moveable background,0
"several times i tried to enter the conference liaison, does not give, gives an erroneousness, i had to turn on the pc to go in.",app requires too much processing,0
"hi, i have black screen when i switch to experience active speaker.",good app for work,0
but 1 - you can not delete zoom chat message,installing process is time consuming,0
"it really takes up space on my phone, thus bad",keyboard and speaker is lagging,0
very bad quality of system and i gave only one star because to improve the quality of this aap..,poor quality of system,1
i hear that my zoom has closed unexpectedly.,not perfect for online classes,0
mirror mode is horrible,mirror mode is horrible,1
you can not register on zoom,unable to register in zoom,1
how to delete personal chat images stored,want to delete personal chat images,1
i was sorry that it was not on disney + tv,unable to watch select content on disney+,1
the sound fit verboten the video froze.,unable to skip ad,0
i want arabic subtitles,need arabic language subtitles,1
downloaded emojis which are useless.,downloaded emojis which are useless,1
the default settings are terrible.,app has good content for whole family,0
very hard to get in touch with customer support.,want to communicate with customer support,1
my zoom dp can not change so anything folt in this aap,zoom dp is not changing,1
"the missions confusing, you level up very slowly and you are lost all the time and the one who delivers the missions does not stop talking, the game is very bad.",want to open a group,0
i can not connect from my cell phone.,unable to connect to other devices,1
love the break out rooms it allows all members to share.,breakout rooms are good,1
"i love zoom for having meetings, but a problem that occurs occasionally is trying to mute someone or lower someone is hand but the changing due someone unmuting or raising/lowering their hired man, make me to mute the incorrect person.",graphics is low and gameplay is very bad,0
i do not know how to enter a zoom meeting.,want to join meeting rooms,1
monday's upgrade means i can no longer use zoom on my ipad and only through safari with limited features on my imac.,app has poor network speed,0
1 forgot how to create a link,want to use disney xd,0
i can not edit my profile picture,want to add profile picture,1
please add a floating window picture in picture mode when you minimize the app like webex (add mute buttons).,want floating window picture in picture mode,1
i can not join my zoom meeting please check my problem,unable to attend zoom meetings,1
makes the app unusable.,want to enter zoom room,0
lowly quality in total hd resolution..,app does not recognize email and password,0
"sometimes the host voice gets a little fuzzy, and come the screen.",unable to load episodes on hulu,0
how do i get quality recordings?,want to get quality recordings,1
i can not babble in class,want to use disney xd,0
the video is faulty and it is difficult to use.,hard to use video,1
"the application works very badly, both on the cell phone and on the tv.",tv app is bad,1
on tv the app is painfully slow and very glitchy.,app is slow on tv,1
all of a sudden it does not take the password which is working on mobile but not on ipad,password is not working,1
excellent tool for personal,want integration with password manager,0
i should be able to choose which episode to see.,want to be able to select episodes,1
i have the Walt Disney+ bundle and can ne'er into the espn + app when i want to watch something,user interface needs improvement and need to extend time limit for meeting,0
their is no option to change the id,unable to put background on android phone,0
perfect for educational purposes only. .,good app for conducting facetime,0
i could not install this app on my phone!,unable to install app in mobile,1
you not log in to your google account without a browser,video views are limited,0
could be a little clearer voice control,want screen to be mirrored,0
i feel zoom is excellent' still the same' has not let me down.,zoom performance is good,1
"i can not put emojis from my cell, that is the only detail",want to put emojis on cell,1
cannot use soar as a vip paid usre.,want to connect to classes,0
why can not i control the volume on my iphone with my headphones on?!,want to control the volume while using headphones,1
mic does not tunr off after call is done.,customer service is expensive,0
i am trying to watch live cricket,want to watch live cricket,1
"the app update acquire forever, meeting ongoing and unable to join",facing app ping issue,0
"stunned, the interface is not clear!!",want to save phone number,0
"also, without me selecting that feature the app automatically blurs my background which creates a halo around me making my outline look very unnatural.",app blurs background,1
you should also add a section where you can put in notes.,want to record zoom without seeing the participants,0
why not put subtitle settings?,data is lost,0
"it is impossible to remove the background on the phone, but on the pc what is possible!?",want to remove background,1
"they have just set up a very annoying update with a terrible sound every time i tap on mute/unmute micro, and there is no way to disable that.",latest update is bad with audio issues,1
movies freeze up or the pixels get messed up while take in.,want to register and facing audio and video quality issues,0
please provide streaming quality starting from 144p.,want 144p video quality option,1
the absolute worst tv app out here.,worst app to watch movies and series,1
i am not able to download this app,want to add background photo,0
nice but unable to use background option in phone even have the lastest android version,unable to put background on android phone,1
"moreover, since november, i can non confirm my account because i do not receive messages.",audio is breaking,0
great for meetings and online yoga classes.,good for connecting to classes,0
i love watching movies from my childhood with my little girl.,want to use zoom on cell phone,0
pip does not work.,pip is not working,1
"all are less intuitive, not user friendly, poor user interface.",signup is hard,0
"the ""share"" function for ""files"" is broken.","share function for ""files"" is broken",1
it is nice especially in an,reinstalled the app multiple times due to frequent issues,0
it will say it is invalid email or password,receiving invalid email or password message,1
screen sharing quality is the best in the industry,screen sharing quality is good,1
i not like because my phone battery heat very much and my 1 phones battery is dead and my phone is not starting,phone battery is not starting,1
"hey guys, no choice menu for virtual background iphone 7",want to get menu for virtual background on iphone,1
advertising is bad,transmission of meeting is bad,0
i would just like to finalize that ipad and iphone can connect a second pair of headphones via bluetooth.,want to connect a second pair of headphones via bluetooth,1
some features are missing,features are missing,1
in my phone i am not getting background features,unable to put background image on phone,1
"it is a good app and ace am happy for this app but please give the virtual background option along this ipad mini , please i am pleasing you to give the option.",app always has issues with login,0
"because of this platform, they closed the disney xd channel",want to use default sound,0
will not load after i logged in.,want volume adjust feature,0
you also try this please add some new features background wallpaper features like,want to add background wallpaper features,1
sometimes the screen freeze out,poor image quality,0
atomic number 102 romanian subtitle available.,want to use one account on multiple devices,0
can not get it to pair with get a line aids.,good for streaming,0
i am not arrest jio tv properly.,want to join imported class,0
does not support android tablet nor iphone tablet,android version is not supported,1
please loosen or lower the age limit for zoom,want to login with email,0
too many error codes.,want to remove conference sound,0
"since the quality cannot be selected according to the line, it is not possible to fully participate in the meeting when the radio wave is bad.",want to participate in meeting when radio wave is bad,1
a have to delete all my apps to install this,want playback speed control option,0
i found a problem it sometimes would not work password,receiving incorrect password message,1
i can not change my language to russian or ukrainian!,want to find background settings,0
but i could not find profile picture to be clicked.,good remote control app,0
"in addition, the chat behaves differently than in the desktop app. :-/",chat behaves differently than desktop app,1
disable mic in the settings but still feel switched on without pressing the mic,want to turn off mic,1
how to translate a lyric?,login error is not fixed,0
"no integration with the password manager, so you must remember your password, and you will re-use the simple one you use for all the crap websites.",want integration with password manager,1
can you please put in a screen lock.,want to launch zoom without taping to a link,0
waste app i can not connect to my school,use it with friends and family,0
"asking me to login every time i switch to a new device, at my comfort, is very scotch.",good for communication with people in other countries,0
i can not see the participant menu at the same time as the main menu.,want to view participant menu,1
the software of this app is low even one star,app has bad software,1
biometric recognition fails to function after enabling it in settings.,easy to connect,0
this app is not installed indium my playstore,facing frequent issues with hulu,0
it takes time to load it,good for organising rooms,0
"easy to use.better for students,for classes",good for students,1
"""login error"" and as i understand information technology, no one is going to fix the error.",receiving error code,0
difficulties with registration and login,want to register or login,1
i can non connect to my conform to.,want to remove app from google store,0
why can not i sign up for the program!,audio and video quality is bad and facing network connection issues,0
i think hulu is very expensive.,hulu subscription is expensive,1
better viber than zoom,good app for students,0
but iphone 5 must have virtual background on the filter,iphone 5 needs virtual background,1
"i was leaving it and when i entered the chat again, the text one wrote 5 seconds ago was completely deleted and it repeated 3 times, it is very annoying.",want to enable original sound,0
information technology is just taking a lot of time to connect to meetings,want to view video meetings on android,0
i can not join my class right now.,screen sharing quality is good,0
audio keeps going out of sync.,audio keeps going out of sync,1
non a smooth sign up either.,hulu has good content,0
your service is very bad because zoom app is not installed,zoom application is not installed,1
sound does not work on xiomi 10.,want to take part in class on iphone,0
"everything was fine before but now after i re-installed, it is not supported on my ios",app is not supported on ios after reinstall,1
app.but when i open this app emojis are downloaded.,emojis are downloaded,1
"interactive handwriting was the biggest merit, but i could not write it because it was blocked.",getting blocked in interactive handwriting,1
one time Maine and my friend where trying to watch a movie but when she tried i not see it and when i tried she could not see.,passwords are hard for kids to hit,0
but since it does not open on the cell phone single buns not enter the tv code..,want to remove video option,0
this app would distract me a lot and it would glitch all the time and took all of the space on my laptop and it would always start and then the wi-fi would just shut down,app glitches frequently and takes up large memory space,1
i tail end not connect from my cell phone.,getting blocked in interactive handwriting,0
"1.why is it not possible to record a zoom without seeing the participants, but in live you can see them (it also interferes with the presentation)",want to record zoom without seeing the participants,1
in all mobile not support vertual effects,want to use vertual effects,1
10/10 can i have my classes with my teacher and good quality,good quality of education,1
i can not see videos on hotstar,want to create an account,0
"good afternoon, zoom is a normal app, but i put four stars because you can not change the language and before that a bad connection if you are reading this then please so that it is not.",want to change language and facing network connection issues,1
i can not play telecasting over wi-fi.,want to login as account is locked,0
i could not find any options to test my audio.,want to test audio,1
but actually it is my favorite app for a entertainment purpose.,video resolution is low,0
I am not able to customize my vertual background request you to kindly look into this.,app promotes homosexuality,0
will not let me update my payment info.,unable to update payment information,1
"the application does not have the option of my language, the catalan.",want catalan language support,1
crashes every time while watching videos,video is crashing,1
good background effects and good quality video.,good background effects and good quality video,1
can not join anyone elses chats,good for video conversations,0
hard to store can not do it,want to drop data and send links to some conferences,0
netflix and amazon platforms offer even better service.,app crashes while watching ipl matches,0
excellent for digital gathering,good for digital management,1
it does not work properly on most devices.,does not work on most devices,1
helpful to connect with classmates and co-owrkers,unable to open app in middle east,0
movies do not load.,unable to load movies,1
my phone overheats with this app.,want to get back to meetings after losing audio and visual,0
sometimes the image freezes.,image freezes sometimes,1
i a vpn error.,good for building relations through zoom,0
web version is crap can not hear dicc smash whole meeting so cause to download this app,want to hear audio with bluetooth speaker,0
why nowadays there is background sound emergence ?,good for online business,0
the many tasks allow to the rooms in an orderly manner.,want to unsubscribe from zoom,0
this app is best for online class conducted by school .,good for connecting to classes,1
learning is very effective,good for learning,1
how can i install whatsapp,want to install whatsapp,1
"i do not like that you can not copy and paste the password from text, on the computer; it does not allow you to paste it",want to copy and paste password,1
i cannot stream on my tv,unable to watch on tv,1
but. it will not let me put funds and filter,want to put money and filter,1
"zoom & my airpods pro work great on my iphones but, the zoom app on my macbook air and the bluetooth glitches out like crazy and cuts in and out.",facing issues with bluetooth connection on macbook,1
the app is always loading but it does not start.,app keeps loading indefinitely,1
because of this you can not hear the voice.,want indonesian language support,0
it is great for making television calls,want to integrate voice calls and chat,0
an indispensable application for educators,unable to use espn+ without subscribing to cable provider,0
does not want to register and cannot join the conference,want to register and cannot join conference,1
it is good but you need to improve it and add some more options like photo sharing,want to improve photo sharing,1
registration is long and tedious.,want to mirror audio and video,0
it takes too much time too open and screen quality is very bad,want to synchronize,0
"why can i no longer remove shows from the ""keep watching"" category?",want to remove shows from watchlist,1
"glitches, polls freeze or set not work.",getting error code 39,0
ace can not reactivate my account.,zoom is not convenient,0
i am not getting jio tv properly.,unable to use with jio tv,1
sucks - unable to preview video or sound,want to put backgrounds in android devices,0
sum up an choice to edit the subtitles please,app crashes when starting a movie,0
rattling reliable means of face to face communication,want to install update,0
add virtual green screen on android please,want green screen option for android,1
my 1 year subscription amount is wasted.,good for spending time,0
i am wondering how i change my email address .,iphone has better battery performance,0
translation from english to russian is zero.,translation from russian to english is zero,1
"this needs to be changed so many other apps have largely the same settings computer to android (with some differences because of device limitations), not being able to use stereo audio is not a device limitation, so tell me why is not stereo audio an option on android if it is not a device",zoom app is not working in background,0
"also, it would be nice if there was a way to remove items from the ""continue watching"" list.",want to remove content from continue watching list,1
"poorly made, bad quality, i hate school",poor quality of education,1
i can not connect to the tv.,want to join meeting and change name and photo,0
the play and pause buttons were bugged,want to delete message in zoom chat,0
every time i update my profile picture and join a meeting the profile picture looks blurred.,profile picture is blurred,1
but whenever teacher screen share sometimes it is blackscreen,unable to use app on the tv,0
but i can not link my cell telephone set to the boob tube.,want to customize vertual background,0
i want to cancel my account,want to close account,1
where is the sound button?,want to use sound button,1
user experience of this app is not very good.,app is difficult to use,1
communication was constantly interrupted,want to play because cell is locked,0
the page does not open,want to open page,1
when i have class it is mcehanically disconnected and connect and,customer service needs improvement,0
why are there no subtitles or dubbing?,want subtitles,1
"interactive handwriting was the biggest merit, but i could non write information technology because it was blocked.",mic does not turn off after call is done,0
i have a problem with my moto g20.,unable to use on moto g20,1
"i love zoom for having meetings, but a problem that occurs occasionally is trying to mute someone or lower someone is hand but the list changing due to someone unmuting or raising/lowering their hand, causing me to mute the incorrect person.",facing issues when trying to mute or lowering hand,1
does not allow me to change payment method.,"share function for ""files"" is broken",0
for some reason i do not understand when the download arrive at 100% i get a content that the application cannot be installed,good app for conducting online meetings and connecting with people,0
all of a sudden it does not take the password which is working on mobile merely not on ipad,app is glitchy on green screen background,0
the does not support picture in picture for androids.,want to create meetings,0
lack of good movies.,poor quality of movies,1
can add background photo on oppo 95,want to put money on cell phone,0
"this app has been helpful very much, but as a gamer i really need animated profile pictures up to 100mb size, this feature is helpful to people like me, and maybe some other people.",want animated profile picture,1
my shows will not load.,unable to load shows,1
very nice app with less consuming data,app is consuming more data,1
devices used have to be rebooted due to app randomly turning the screen white while making a static noise before turning device off completely while in use.,want to sign in to gmail without password,0
in all mobile not support vertual effects,app has good image quality,0
"when i record my screen share on mac book pro, the video recording gets very poor quality.",video recording quality is poor,1
should have a filter for the face,want a filter for the face,1
they have added ads to the middle of movies.,getting ads in middle of the movies,1
"it is inconvenient that it is impossible to share the scheduled zoom conference in messengers telegram, whatsapp, etc.",want to share zoom conferences,1
it is the worst app for school students..,sound quality is poor,0
being able to rewatch old Walter Elias Disney dramas is great!,want to get virtual background option and unable to view chat with video feeds,0
new update is overwhelming my data more,uninstalling the application did not fix anything,0
the new icon menu coiffe not let Pine Tree State access the text box.,good for sports,0
almost no configurability of how participants are displayed.,no configurability of how participants are displayed,1
the subtitles are really too small to read.,subtitles are too small,1
i can non register tomorrow online lessons what to do?,want to schedule a meeting,0
and it keeps taking me taboo of my meeting,want to login with sso,0
"for example, the ability to include background music/sounds to create a conference atmosphere.",unable to use hulu on ios after latest update,0
why this app is not installed in my phone (android),want to install app in mobile,1
this app is not working properly in vertual background in some android phone.,app is not working properly in virtual background,1
i have not found a setting where these can be turned off and therefore uninstalled the app,facing issues after latest update,0
"ask to drop data (name, surname, email) and send incomprehensible links to some conferences.",want to drop data and send links to some conferences,1
wherefore would i want to join a meeting without audio?,want to continue study,0
phone calls drop all the time,want to share audio on tablet,0
it is not possible to connect headphones,unable to download on phone,0
the app keeps saying something went wrong.,app keeps saying something went wrong,1
"the zoom meeting app is good, but for my oppo a53 virtual background option is not working, when i checked zoom support,but when i read, and i have been trying so mnay timse but the virtual background make up not working so please give the option to android mobile",want to watch ipl,0
a great way of communication and learning.,good app for communication and learning,1
constantly buffering while watching ipl even on good internet rush this is ridiculous,video freezes during live matches,0
i can not join a new meettings.,want to upgrade to pro,0
"it is only lick on mobile data , it is not working on wifi",want to preview video,0
"but sometimes the screen flickers, the screen freezes, or i can not see any activity at all.",screen flickers sometimes,1
"and that too the pop up will not close even after tapping on the ""x"" button.","pop up will not close even after tapping on ""x"" button",1
somehow it works better on cell phone than on my laptop,mobile app is better than desktop app,1
"pretty excellent app, just wish it was not so big!",app is too large in size,1
can not join a meeting from vitamin A tablet even after today's update,do not want the subscription,0
unable to download updates,want to download update,1
x please menurge this application and the installation does not work for Pine Tree State,want mir card payment option,0
why can one not paste the 2fa code in while logging in?,want to paste code in while logging in,1
zoom cloud meetings is esay for anyone to do,unable to download,0
excellent on my table.,good for table management,1
"the application does not work, does not turn on, so you cannot create an account.",unable to login on app,1
improve quality of the video,video quality is best,1
they receive added ads to the middle of movies.,app has bad software,0
"i wanted to see something with you, my app seems to be outdated because they said that new episodes of the owl house came out",want to watch new owl house episodes,1
the movies cost uncommitted,want to connect to silversneakers,0
net work quality is very bad,net work quality is bad,1
you can not select episodes.,unable to select episodes,1
bequeath not let Maine connect my tablet's camera,want to login using institutional account,0
i was thinking maybe you could add a profile picture option for group chats as well,want to enter maximum number of people,0
the waiter ne'er runs properly!,audio is distorted while someone is speaking,0
"please do not buy any subscription on this app , it is a scam",do not want the subscription,1
very nice for online presentation s,good for online presentation,1
would be amazing if the app worked on the television.,want an app on smart tv,1
how to install a vritual background for ipad,getting incorrect pin error,0
logging onto a meeting is very easy,logging onto a meeting is easy,1
very practical and easy to use,app is user-friendly,1
how to change the language?,app is crashing while watching videos,0
"it is a shame that once the meeting has started, you can not reach the settings anymore.",want to access settings after joining meeting,1
i have a google pixel 6 and for some reason it does not seem to work.,want to hear sound when sharing screen,0
useles app i cannot remove my host/teacher,zoom is good for chating with friends,0
"playing videos happens automatically on the home screen, but they do not stop when the app is minimized, and sometimes not even when the app is closed.",want to connect to device,0
these notifications are ridiculous and do not honor their own settings (they send notifications that i turned off anyway).,getting notifications even after turning it off,1
please zoom give the option of filter out to all android and ios mobiles .,good for yoga,0
"so far, we have not added the ability to log in using qr code, as a result, one laptop and cinque different accounts, there is no flying change of account",want to register with iphone,0
i just did not let Pine Tree State connect from the android.,want to use stereo audio on android,0
wonderful possibility to conduct group object lesson,want to load memory,0
"when notifications are received on the phone, the conference is interrupted.",notifications are received on the phone,1
"while watching ipl matches , the app keeps on crashing every now and then.",unable to use disney plus on tv,0
it is amp very effective application but it locks up and takes me out,speaker view not working on ipad,0
wonderful possibility to conduct group lessons,good for group learning,1
the app sucks and it still takes a long time to download,app is bad and download time is slow,1
my hair was very thick with the skin peeling my skin and the hair and the skin,hair is very thick,1
i have been a long time hulu ratifier and my app lead off not working about two months ago.,uninstalling the application did not fix anything,0
"since the quality cannot be selected according to the line, information technology is not possible to fully participate in the meeting when the radiocommunication is bad.",sound quality is poor despite fiber connection,0
they charge a high price,have to reset the app frequently due to issues,0
this app is good for watching classics etc.,app is good for movies,1
"why can i no longer remove shows from the ""keep watching"" category?",want to use backgrounds,0
i can not activate the system,switching between devices with single account is good,0
worst online movie app,app is bad for movies,1
please add the feature to where we can close the zoom app & still watch a video/movie on the small screen.,want to close the app and watch video on the small screen,1
the only thing i feel could be improved is to have the passcode imported/populate automatically if the meeting is joined via a link.,passcode needs to be imported automatically if meeting is joined via link,1
"sharing videos sometimes hangs up, but it is easier and easier to use than you think",sharing videos is easy to use,1
please the hulu app for devices,want to see files in chat,0
videos are playing after showing ads.,want to remove profile picture,0
"sign in with sso is not working, ios 15.4",want to login with sso,1
"i love the zoom app, i just wish they would address a way to center view when you have an off-center camera on your device.",want to have a center view for off center camera on device,1
the connection is permanently cut off.,connection is permanently cut off,1
there is a problem with when you share screen it does not let switch to another device when it is active a clear example,want to switch to another device,1
"it will not even let me put in my age it stays on the day it is opened and will not let me change the date, i can not even use the app",want to input date and age,1
"it cost inconvenient that it is impossible to share the scheduled zoom confreence in messengers telegram, whatsapp, etc.",good app for conducting calls,0
"it hangs terribly, the phone discharges very quickly and overheats in a couple of minutes!",battery cosnumption is high and app freezes,1
but i can not link my cell phone to the tv.,unable to cast video from cell phone to tv,1
and audio was breaking,audio is breaking,1
- you can not control audio from the app if you dial in along the phone,unable to watch movies after update,0
i can not assign a picture to my visibility for when i ingest my camera off.,facing connectivity issues and unable to pin in phone,0
sound does not work at all.,sound does not work at all,1
i can not install the russian version,want to install russian version,1
"since i updated, i can not enter some links.",want to enter links,1
why now activate the pilot sound without represent filtered can not be loud yes party zoom?,unable to use hulu on ios after latest update,0
"excellent, very good for conversation",want to access the room,0
since then i can not the computer to work anymore.,unable to watch live matches and movies,0
considering that you cannot recover objects without coming to the surface and if there is a surface contact serca in 2 seconds it will sunk you.,want to recover objects without coming to the surface,1
", atomic number 53 do not like watching the black screen""",want to add people on chat list using phone number,0
but i want to know when the next season is coming?,want to know when the next season is coming,1
very good noise cancellation,sound cancellation is good,1
"sometimes the app will crash, but i just restart my phone.",mobile app crashes frequently,1
the app is normal but i often crash remotely,app crashes remotely,1
i was sorry that it was not on disney + tv,upcoming meetings are not in sync,0
i do non want to download anything,worst paid subscription service,0
cricket highlights are not running decent,create dodol zoom,0
"the app is good because i can watch a lot of movies, series, whenever i want",unable to offline videos without internet,0
i can not download any movies .,unable to download movies,1
i can not join my big webinar.because more issues.i hate this app,want to join webinar,1
network stability is still poor,network stability is poor,1
"if we could lock the breakout elbow room and have the room display ""locked"" rather than listing the participants distinguish, that would be great for facilitating private conversations.",want to find polls in certain devices,0
very bad not originate television camera,want recording option,0
"the app is terrible, although it has most of the things that i like to watch, but it does not matter if it does not work properly.",app is bad to watch videos,1
1 can not chat with my friends because i can not find the contact request button!,app is lagging,0
i am going nuts trying to figure out a way to have a picture up while along a zoom (and 1 do not want to be seen live).,unable to delete messages,0
i do not know how to cancel the service and the payment becomes automatic,good app for sports,0
when i want to download anything from the phone i can not download it.,unable to download on phone,1
"the worst video calling app, lags badly everytime share screening, even with a powerful machine, any other application opened in the background that app starrs lagging badly.",unable to install app in mobile,0
"other video conferencing breaks too well ~, but the zoom has good image quality and does not break",want to set up profile and increase meeting time limit,0
i had not visited hulu for a while on my ipad.,unable to use hulu on ios,1
i can play the current instalment but can not look at all episodes.,receiving incorrect phone number message,0
can not restore the information,want to recover data,1
and there is making it impossible i need my account to cancelled as shortly atomic number 33 possible,voice is not working,0
but i could not find the profile photo to be clicked.,want to find profile picture,1
"unfortunately, no breakout rooms can be created from the iphone.",want to create breakout rooms,1
easy to open and start my class quickly.,app store previews are bad,0
why are the commercials so loud.,ads are louder than the content,1
can turn remove two step authentication.,want to use arabic language,0
it asks for an update but no updates shown in play stack away.. delight look forward on this issue.,streaming content is less,0
band does anyone know wherefore when unity share screen it tells me that i can not share video while I am on call?,app has bad graphics,0
one canful not access any meeting links,have to reset the app frequently due to issues,0
"hello, it will not let me transfer the disney application to samsung tv",unable to use disney app on samsung tv,1
but since it does not open on the cell phone i can not enter the tv code..,unable to receive login code to sign in on tv,1
the best platform to communicate in a pandemic,good for communication,1
how are there no controls or menus?!,want to find controls,1
i can not take part in any class on my iphone and my ipad too.,want to take part in class on iphone,1
passwords are hard for kids to hit,want to control the volume while using headphones,0
"the removal of the names and mute position makes app appear more streamline, but we need the names and mute status back over",video quality has improved significantly,0
it does not let me relax during class.,want to relax during class,1
i have an espn+ subscription and it get along non let me watch certain programs.,unable to download the app on tv,0
it is hence frustrating to pay money for a streaming table service and then find out the app does not work.,want to configure anything,0
it has been very useful for my family reunions,good for family reunions,1
the app sucks to many #s and passcode,background does not change,0
it takes a long time to open the app,want to open live videos,0
the application does not work on mobile phones or tv.,unable to use on mobile and smart tv,1
i can not joining the meeting using phone.,want to join meeting using phone,1
how to install a virtual background for ipad,want to get virtual background option for ipad,1
bt i could not record my session via mobile,want to record on phone,1
the new zoom feature which enables us to shift to other pages while still keeping the video on is awesome.,want to find recordings,0
i can not join a new meettings.,want to join new meettings,1
"when i write the correct access code, it writes what is wrong and try again.",receiving incorrect access code message,1
super easy connect with youtube to make live!,unable to join,0
i am unable to stream live matches or any other sports related content.,unable to use streaming service,0
create a dodol zoom,want to store items,0
i cannot copy paste chat.,want to copy paste chat,1
though the subscription is quite pricey,want to hide camera,0
the interface (especially with regards to user controls) is hard to navigate.,facing network connecting issues after updating the app,0
"terrible application does not let me play in cooperative mode and the cards in my deck do not appear entirely correct or in the order in which i added them, the only good thing is that i will not have without problems although sometimes it takes my account, the ded has arrived",want to play in cooperative mode,1
why can not i make use of a whiteboard.,unable to watch matches with subscription,0
none of my early movie apps have this problem,want to upgrade plan,0
i can not share my virtual background in my any one of them.,want to share virtual background,1
best ott app in the world,best ott platform,1
it live really hard to get into meetings on laptop because it is having you go back in fourth to google and the app.,converting split screen to full screen will lose audio control,0
"it keeps loading, and it comes out that there is an error..",unable to load due to error,1
I would like to be able to minis the screen while i scroll thru other apps,service is good for the price,0
worst for online classes,zoom speed becomes 20kb ps,0
highly recommend very good for when you want to watch tinker bell with someone all the way in australia when you are very far away from australia also very very very good for watching old people fall down stairs with said person fron australia.,good for watching old people fall down stairs,1
but i want to sign in on my tv.,want to login on tv,1
i will non say this app is boring but ads are annoying,want to save phone number,0
it works fine but sometimes the zoom server crashed i leave it to be fixed please,language is not understandable,0
", you can at least add your own volume slider.",want to add volume slider,1
but i job the video cannot glucinium paused betwwn the clases,want to get chat option,0
it is very useful to child'atomic number 16 in lock down time,app is not optimized for devices,0
verstile app for get wind and for social meetings,screen turns black or flickers,0
bluetooth headset optimization is poorly done.,bluetooth headset optimization is poorly done,1
make a dark mode for ios.,need dark mode on ios,1
very good for meeting.,good for virtual meetings,1
please insert vitual background in it,mobile version of zoom does not have features,0
i can non joining the meeting using phone.,controls become more complex,0
add ukrainian linguistic process support.,russian programmers are good,0
this how my class meeting is ended up and atomic number 53 can not connect for a single nano second indium the class and with the new update this app has fallen down.,need dark mode on ios,0
can not set photos,facing blank screen issue,0
"the app is very good, the only thing i do not know embody why they do not allow you to put virtual funds on android speech sound",audio missing from meeting,0
not working on any of my devices now.,unable to work on any device,1
but it has continued to charge me for subscription that i thought was canceled.,getting charged for cancelled subscription,1
after update zoom meeting not starting.,want message recall function,0
"i keep bouncing that my session has expired, but i hit some bugs and fix them",sessions are getting expired,1
"every time i open the app, I am told to update to the latest version.",getting frequent update notifications,1
"still does not allow choosing background filters from mobile devices, very inconvenient",want to get background and filters for mobile,1
it is a good app but it does not let Tree State enter what it Indiana the app store that it for 4 years and,connection error crashes,0
i can not change my language to russian or ukrainian!,want to change russian language,1
the best app in live streaming!,good for live streaming,1
"evening not able to join,gimmick.",data usage is high,0
the version for android can be improved.,android version needs improvement,1
my biggest cmoplaint is the inability to turn off the intergeated features.,want to turn off two step authentication,0
too many bug in this app always hang.,app keeps hanging,1
i can not launch zoom directly by taping to a link on my device.,want to launch zoom without taping to a link,1
", i entered it, the code did not pass and it is not correct.",code did not pass,1
to whom it may concern is it possible to have the translation simultaneously by splitting the screen in two,need dark mode on ios,0
videos freeze while sound still plays.,app freezes automatically and closes,0
I have deleted and re-download the app twice and now i can non even log inch.,free zoom can be longer than 1 hour,0
very very good zoomapp,app is good,1
i lack arabic subtitles,receiving incorrect conference code message even after entering the correct code,0
very practical and easy to expend,good for learning,0
toh bad app is disconnecting mic calls and chat my network and all thing is correct but disconnecting why please improve it,disconnecting mic calls is not working,1
can not join my big webinar.because more issues.i hate this app,unable to update in play store,0
in iphone it far better battery performance..!!,iphone has better battery performance,1
"even if i set the speaker volume to low, it sounds too high",sound is too loud in the lowest setting,1
my play store is not working,ui/ux is slow,0
